$ID,$ID_NAME,Armor,Description,EXP,EXPClass,Element,Icon,Level,Link_Items,Link_Maps,Name,Race,Rank,Size,Stat_ATTACK_MAGICAL_MAX,Stat_ATTACK_MAGICAL_MIN,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_Accuracy,Stat_BlockPenetration,Stat_BlockRate,Stat_CON,Stat_CriticalDamage,Stat_CriticalDefense,Stat_CriticalRate,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,Stat_DEX,Stat_Evasion,Stat_HP,Stat_INT,Stat_SP,Stat_SPR,Stat_STR,Type
57325,groll_green,3,"Although it originates from an amphibian, it poses a great threat to travelers since it's mutation into a monster capable of hunting where there is no water. Those of this color are said to have much longer life expectancies when compared to other specimens.",572,479,7,mon_groll,59,None,None,Green Groll,0,5,1,341,183,706,380,59,59,0,25,143,23,70,140,211,38,59,12787,12,544,12,38,0
57326,dandel_white,1,"The reason that a Dandel's down is more dangerous than keratin is because of it's increased energy and aggression. Thankfully, these Dandel don't have the capabilities to reproduce. Of course, there are mutated specimen after Medzio Diena.",4616,2273,5,mon_dandel_white,207,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 78, ""Quantity_MIN"": 74}, {""Chance"": 20.0, ""Item"": ""645225"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.15, ""Item"": ""531151"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680385"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685385"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 2.13, ""Item"": ""640264"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,White Dandel,5,5,0,1903,815,2017,864,372,186,0,127,395,155,103,696,696,63,0,172046,63,2199,63,106,0
57327,dandel_orange,1,"The reason that a Dandel's down is more dangerous than keratin is because of it's increased energy and aggression. Thankfully, Dandel of this color are weak during their molting period.",980,708,5,mon_dandel_orange,91,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 38, ""Quantity_MIN"": 37}, {""Chance"": 25.0, ""Item"": ""645225"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.08, ""Item"": ""501115"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 25.0, ""Item"": ""640038"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680164"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685164"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""643653"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,Orange Dandel,5,5,0,648,278,692,296,163,81,0,57,156,68,45,257,257,28,0,30228,28,967,28,48,0
57328,geppetto_white,1,"Although this monster's name might match up to it's appearance, it doesn't match it's personality at all. Geppetto of this color cannot reproduce.",1275,909,1,mon_geppetto_white,93,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 67, ""Quantity_MIN"": 64}, {""Chance"": 0.95, ""Item"": ""645445"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.35, ""Item"": 16008, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680166"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685166"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""643740"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,White Geppetto,5,5,1,771,330,821,352,167,83,0,58,160,69,46,352,352,29,0,39484,29,993,29,49,0
57329,pino_white,1,It is said that the Geppetto was named as such because they thought that it was related to the Pino. Those that are this color usually don't have reproductive capabilities.,1000,717,1,mon_pino_white,92,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 38, ""Quantity_MIN"": 37}, {""Chance"": 3.33, ""Item"": ""645476"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.35, ""Item"": 18002, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.08, ""Item"": ""511115"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680167"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685167"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""643677"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,White Pino,5,5,0,660,283,702,301,165,82,0,58,159,69,46,261,261,29,0,30924,29,986,29,48,0
57330,operor_white,3,"Operor are monsters that are unusually close to their original form, but have had their aggressiveness and violent tendencies enhanced. It is a specimen that had been in a coma after coming back from the demonic world.",903,602,7,mon_operor_white,87,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 38, ""Quantity_MIN"": 37}, {""Chance"": 20.0, ""Item"": ""645160"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.35, ""Item"": ""161116"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680160"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685160"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""643652"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,White Operor,2,5,0,904,486,948,510,60,104,0,36,241,30,113,205,205,64,121,17789,18,927,27,36,0
57331,Beetow_white,3,"A poet had once said that this monster is the fruition of a flower petal's dream of flying. Upon hearing this, the Sage Master said something of knowing when to be poetic and when to run. Those that had been lucky enough to become monsters on the verge of death usually become this color.",60784,41424,5,mon_beetow_white,346,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 706, ""Quantity_MIN"": 588}, {""Chance"": 0.3, ""Item"": ""323001"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,White Beetow,2,5,1,5347,3564,5622,3748,242,415,0,140,1251,121,449,1412,1412,245,484,407424,70,3676,105,140,0
57332,Mentiwood_white,4,A mutated mantis. It has gotten stronger and has developed the ability to camouflage. May turn this color if it was close to death when the mutation took place.,556,499,5,mon_mentiwood,52,None,None,White Mentiwood,2,5,2,413,177,446,191,36,62,0,22,137,18,67,148,148,39,72,9974,11,562,17,22,0
57333,boss_Harpeia_orange,3,"Though it is a legend that cannot be confirmed, Harpeia used to follow Goddess Laima instead of the demons. Harpeia that live in Brimstonia in the demonic world are known to be this color.",696,624,5,boss_harpeia,52,None,None,Orange Harpeia,1,0,3,1016,435,477,204,97,97,0,17,76,39,117,280,187,11,52,87026,39,783,34,11,0
57334,Tree_root_mole_green,1,"Despite looking quite similar, this monster has nothing to do with the Glass Mole. In fact, this monster is a mutation of a plant.",0,0,7,icon_item_nothing,1,None,None,Green Root Mole,5,2,1,63,42,67,44,1,0,0,3,3,0,0,29,29,1,0,698,1,13,1,3,0
57335,Candle_Spider_green,4,"The question of whether this is a candle that turned into a monster or whether a monster and candle were transfused is meaningless. The many monsters that came after Medzio Diena are to be killed, not studied. Contains a lot of arsenical???oison and must be dealt with.",436,399,0,mon_candle_spider_green,50,None,None,Green Candle Spider,4,5,1,229,123,240,129,50,70,0,35,84,25,50,191,191,16,50,7559,16,575,19,22,0
57336,stub_tree_white,3,"Even though there are less logging activities, the monsters that originated from the stumps continue to show up. They appear to be formed out of the residues of Plant-type monsters. Of course, they don't have any reproductive capabilities since they are derived from stumps.",1187,801,1,mon_stub_tree,101,None,None,White Stumpy Tree,5,5,0,812,665,850,696,181,90,0,63,178,75,50,294,294,31,0,37548,31,1073,31,53,0
57338,boss_Minotaurs_green,3,"Minotaurs have existed since a long time ago, and besides the fact that one other species with wings came from it, they remain as violent as they were in the past.",330,319,2,boss_minotaurs,31,None,None,Green Minotaur,1,0,3,323,173,132,71,58,58,0,10,45,23,69,90,60,7,31,32091,25,474,21,7,0
57339,boss_Harpeia_white,3,"Though it is a legend that cannot be confirmed, Harpeia used to follow Goddess Laima instead of the demons. People point to Harpeia of this color to support their theories.",696,624,5,boss_harpeia,52,None,None,White Harpeia,1,0,3,1016,435,477,204,97,97,0,17,76,39,117,280,187,11,52,87026,39,783,34,11,0
57340,boss_Sequoia_white,3,"It was created to protect humans by Dievdirbys Master, but it has been the harmful monsters to change the characteristtics.",2925,1795,2,boss_sequoia_white,117,None,None,White Sequoia,5,0,3,2319,993,2429,1041,394,197,0,73,206,164,109,799,799,36,0,562710,36,1245,36,61,0
57341,Carcashu_green,1,Carcashu???re the pufferfish of mushrooms. There are edible parts despite the toxins. This color of Carcashu can't live for more than a year.,3357,1859,7,mon_carcashu_green,156,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 115, ""Quantity_MIN"": 109}, {""Chance"": 1.35, ""Item"": 33054, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680279"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685279"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,Green Carcashu,5,5,1,1326,884,1410,940,280,140,0,96,283,117,78,667,667,48,0,116833,48,1662,48,80,0
57342,Upent_orange,1,"Upent appear when plant life that is already embedded with magic manages to grow at a rapid pace. Strangely, this color of Upent shed their outer skin.",523,478,4,mon_upent,50,None,None,Orange Upent,5,5,2,311,167,336,181,90,45,0,33,84,37,25,167,167,16,0,14136,16,536,16,27,0
57343,Hook_orange,1,A monster that has changed much after coming from the demonic world by clinging onto larger monsters with it's hook. Originates from the Brimstonia???egion in the demonic world.,1566,1038,1,mon_hook,104,None,None,Old Orange Hook,1,5,1,1233,664,573,308,104,104,0,32,156,41,124,448,298,21,104,39239,76,1535,65,21,0
57344,boss_Crabil_orange,4,"This amount of transformation is now considered ordinary, in a world full of monsters derived from all sorts of lifeforms. Unlike the Canceril, Crabil usually hunt for their prey.  Crabil of this color have had their blood's composition change. The fact that they no longer become red when heated is a byproduct.",10423,5142,4,boss_crabil_orange,228,None,None,Orange Crabil,0,0,3,2280,1520,4762,3175,427,427,0,93,654,171,513,1323,1985,139,228,1816029,46,2118,46,139,0
57345,boss_Canceril_orange,4,"The transformation of the Canceril is now considered ordinary, in a world full of monsters derived from all sorts of lifeforms. They've maintained their habits from before the mutation and sometimes get rid of corpses.",120,93,4,boss_canceril_orange,1,None,None,Orange Canceril,0,0,3,60,40,118,79,1,1,0,2,7,0,2,32,49,3,1,4361,1,13,1,3,0
57346,merog_wizzard_orange,3,A variation of a Merog. Speculated to simply be due to differences in the mutation process. Has a different blood composition when compared to other Merog.,622,507,4,mon_merog_wizzard,62,None,None,Orange Merog Shaman,0,5,1,341,227,706,470,62,62,0,26,154,24,74,151,227,40,62,14098,13,577,13,40,0
57347,merog_wogu_orange,3,This reptile monster attacks instinctively but shows as much abilities as its intelligence. Has a much longer life expectancy when compared to other Merog.,588,488,7,mon_merog_wogu,60,None,None,Green Merog Poison Stinger,0,5,1,378,162,780,334,60,60,0,26,147,24,72,144,217,39,60,13229,13,564,13,39,0
57348,haming_orange,4,"Hamming are usually easy to handle, but do have an extremely hard outer skin. This color of Hamming becomes harder the more it sheds it's skin.",848,577,5,mon_haming,84,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 38, ""Quantity_MIN"": 36}, {""Chance"": 25.0, ""Item"": ""645477"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.61, ""Item"": ""101110"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680155"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685155"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""643741"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,Orange Hamming,5,5,0,575,246,614,263,151,75,0,53,144,63,42,232,232,26,0,25705,26,894,26,44,0
57349,boss_Mushcaria_orange,1,"For unknown reasons, after mutating during Medzio Diena this monster shows high hostility towards the goddesses.",123,105,7,boss_mushcaria,4,None,None,Orange Mushcaria,5,0,3,100,54,106,57,13,6,0,5,8,5,3,47,47,2,0,8401,2,46,2,4,0
57350,boss_stone_whale_orange,4,"As a monster of mineral-type mutation, it is unclear why it bears resemblance to a whale.",201,210,1,boss_stone_whale,19,None,None,Orange Stone Whale,4,0,3,110,59,115,62,35,49,0,15,33,17,35,95,95,7,19,16406,7,224,8,9,0
57351,Lizardman_orange,3,"It is a beast type monster as can be seen in it's appearance and name. Of course, it originates in the demonic world, not ours. Those from Brimstonia are of this color.",3077,1758,5,mon_lizardman_orange,149,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 284, ""Quantity_MIN"": 270}, {""Chance"": 8.5, ""Item"": ""645583"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.48, ""Item"": ""649209"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.35, ""Item"": ""501146"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680272"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685272"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,Orange Lizardman,1,5,1,2601,1400,1263,680,149,149,0,46,231,59,178,694,463,30,149,81595,107,2187,92,30,0
57352,Tama_orange,4,The Tama is also a monster that has mutated from the spore of a plant. It is unknown if whether it will mutate further from it's current form. Tama of this color have been affected by sulfur and have the possibility to mutate even further.,2492,1418,1,mon_tama_orange,150,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 57, ""Quantity_MIN"": 54}, {""Chance"": 33.33, ""Item"": ""645584"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.35, ""Item"": 34046, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680273"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685273"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""643607"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,Orange Tama,4,5,0,879,586,908,605,150,210,0,100,272,75,150,631,631,46,150,58180,46,1700,54,62,0
57353,Chupaluka_pink,3,Speculated to be a monster that the demon created by using a Chupacabra. It is unknown why there are specimen of this color.,747,573,0,mon_chupaluka,69,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 39, ""Quantity_MIN"": 37}, {""Chance"": 10.0, ""Item"": ""645565"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 15008, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.15, ""Item"": ""645257"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680110"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685110"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""643755"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,Pink Chupaluka,0,5,1,433,233,891,480,69,69,0,29,170,27,82,177,265,44,69,17429,14,637,14,44,0
57354,chupacabra_pink,3,Have been known to get into territorial fights with humans after the Great Plant Cataclysm. It is being researched as to why they display such colors.,68,62,1,mon_chupacabra_blue,6,None,None,Pink Chupacabra,0,5,0,51,27,104,56,6,6,0,4,18,2,7,16,25,6,6,793,2,59,2,6,0
57355,Kowak_orange,3,Still has a tendency of going after rotten flesh. Those that have had their blood's color change after Medzio Diena show these colors.,4650,2477,1,mon_kowak,185,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 174, ""Quantity_MIN"": 166}, {""Chance"": 10.0, ""Item"": ""645373"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.15, ""Item"": ""221118"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.15, ""Item"": ""640264"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680344"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685344"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,Orange Kowak,0,5,1,1768,758,3586,1536,185,185,0,76,514,74,222,615,922,114,185,131962,38,1726,38,114,0
57356,rondo_orange,4,Rondo are not mutations from our world. They are from the demonic world. Those of this color are known to have lived in Brimstonia.,2429,1395,1,mon_rondo,148,None,None,Orange Rondo,1,5,0,1703,917,797,429,148,148,0,45,230,59,177,516,344,30,148,64327,107,2167,91,30,0
57357,Stub_tree_orange,3,"Even though there are less logging activities, the monsters that originated from the stumps continue to show up. They appear to be formed out of the residues of Plant-type monsters. Those of this color periodically lose a part of their bark and die earlier than others. ",2556,1440,1,mon_stub_tree,152,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 57, ""Quantity_MIN"": 54}, {""Chance"": 12.5, ""Item"": ""645585"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 25.0, ""Item"": ""640038"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680275"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685275"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,Orange Stumpy Tree,5,5,0,1389,1136,1448,1185,273,136,0,94,276,114,76,486,486,47,0,88565,47,1622,47,78,0
57358,Siaulamb_orange,1,"It is certain that Siaulamb is a species that existed before Medzio Diena. However, it is strange that it wasn't discovered by humans within the thousand years of the kingdom history. And when the strange things occurred, they too appeared under that influence and unfortunately they are against the humans. It is unknown if it sheds it's skin because of Medzio Diena or if it was always like this. ",588,488,7,mon_siaulamb,60,None,None,Orange Siaulamb Lagoon,5,2,1,447,240,483,260,108,54,0,39,101,45,30,227,227,19,0,19086,19,642,19,32,0
57359,big_siaulamb_orange,1,"It is certain that Siaulamb is a species that existed before Medzio Diena. However, it is strange that it wasn't discovered by humans within the thousand years of the kingdom history. And when the strange things occurred, they too apppeared under that influence and unfortunately they are against the humans.",96,74,7,mon_big_siaulamb_orange,1,None,None,Orange Big Siaulamb,5,2,2,68,45,73,48,1,0,0,3,3,0,0,33,33,1,0,872,1,13,1,3,0
57360,Siaulogre_orange,1,"It is certain that they existed before Medzio Diena. However, it is strange that they were never discovered by humans in the 1,000 years of the kingdom's history. And when strange things occurred in the world after Medzio Diena, they appeared as a result of the influences and unfortunately they are against the humans. Strangely for a plant, they seem to shed their skin.",96,74,7,mon_siaulogre_orange,1,None,None,Orange Siaulogre,5,2,2,68,45,73,48,1,0,0,3,3,0,0,33,33,1,0,872,1,13,1,3,0
57361,Siaulav_orange,1,"It is certain that they existed before Medzio Diena. However, it is strange that they were never discovered by humans in the 1,000 years of the kingdom's history. And when strange things occurred in the world after Medzio Diena, they appeared as a result of the influences and unfortunately they are against the humans. Those of this color shed their skin.",6891,3410,7,mon_siaulav_orange,227,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 100, ""Quantity_MIN"": 95}, {""Chance"": 1.7, ""Item"": ""645656"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.15, ""Item"": ""311105"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680421"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685421"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,Orange Siaulav,5,5,1,2086,1391,2219,1479,408,204,0,139,433,170,113,1032,1032,69,0,262960,69,2411,69,116,0
57362,pendinmire_orange,1,Nobody wishes to see the face beneath the mask. It is said to shed it's skin and the face can be seen when it does so.,80,62,7,mon_pendinmire_orange,1,None,None,Orange Pendinmire,5,2,1,63,42,67,44,1,0,0,3,3,0,0,29,29,1,0,698,1,13,1,3,0
57363,sakmoli_brown,1,"Doesn't fall over even if you attack the legs. If it's brown, that is the equivalent of a normal tree dropping its leaves in autumn.",2342,1348,4,mon_sakmoli,129,None,None,Brown Sakmoli,5,5,1,1307,435,1380,460,232,116,0,80,234,96,64,533,533,40,0,78336,40,1377,40,67,0
57364,Weaver_yellow,1,There are rumors that Weavers weave their thread from stone. Said to become this color when flowers interfere with it's water supply at a specific period.,90,86,1,mon_weaver,8,None,None,Yellow Weaver,2,5,1,67,55,73,60,5,9,0,5,26,2,10,26,26,9,11,953,2,85,3,5,0
57365,boss_Throneweaver_yellow,1,"Powerful insect-type monsters tend to become either vicious hunters or influential individuals. The latter group, in which the Throneweaver is included, is particularly dangerous, as they often side with demons.",3513,2022,7,boss_throneweaver,129,None,None,Yellow Throneweaver,1,0,3,2426,1617,1129,753,241,241,0,40,193,96,290,991,661,26,129,537315,93,1897,80,26,0
57366,Velwriggler_blue,1,"This monster, which was born as a direct result of demonic influence, is agile and has poisons. Velwriggler that have been strongly affected by magic show these colors.",2734,1630,7,mon_velwriggler_blue,140,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 128, ""Quantity_MIN"": 122}, {""Chance"": 12.5, ""Item"": ""645413"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.35, ""Item"": ""511144"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680263"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685263"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""643768"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,Blue Velwriggler,4,5,1,1004,541,1033,556,140,196,0,94,254,70,140,775,775,43,140,62727,43,1581,50,58,0
57367,Stoulet_blue,3,"Has a tendency to respect strong opponents. Of course, this doesn't make much a difference since it is more violent toward weaker opponents and loves to challenge stronger ones. Those of this color are said to be suffering from the side effects of coming over from the demonic world.",2771,1644,0,mon_stoulet_blue,141,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 284, ""Quantity_MIN"": 270}, {""Chance"": 12.5, ""Item"": ""645429"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.58, ""Item"": ""645615"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.35, ""Item"": ""121124"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680264"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685264"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""643556"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,Blue Stoulet,1,5,1,2432,1309,1174,632,141,141,0,43,213,56,169,650,433,29,141,72874,102,2069,87,29,0
57368,InfroHoglan_red,1,There are many birds that cannot fly after they've transformed to monsters.,2846,1673,7,mon_infrohoglan,143,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 114, ""Quantity_MIN"": 108}, {""Chance"": 6.0, ""Item"": ""645548"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680266"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685266"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.04, ""Item"": ""643884"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,Red Infro Hoglan,0,5,1,806,537,1681,1120,143,143,0,59,376,57,171,453,680,88,143,76882,29,1328,29,88,0
57369,Infro_blud_red,1,A monster derived from a spore which floats. Older specimen are known to be this color.,2884,1687,7,mon_infro_blud,144,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 100, ""Quantity_MIN"": 95}, {""Chance"": 17.5, ""Item"": ""645564"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680267"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685267"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""643553"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,Red Infro Blood,5,5,1,1201,801,1273,848,259,129,0,89,260,108,72,606,606,44,0,98455,44,1530,44,74,0
57370,Pawnd_purple,3,A soldier that makes up the army of the demons.,2922,1701,0,mon_pawnd_purple,145,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 100, ""Quantity_MIN"": 95}, {""Chance"": 8.0, ""Item"": ""645618"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.35, ""Item"": ""221116"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680269"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685269"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""643637"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,Black Pawnd,1,5,1,2710,1161,1315,563,145,145,0,45,226,58,174,673,448,30,145,77220,105,2134,90,30,0
57371,Pawndel_blue,3,The sister of Pawnd. Carries a scythe that is much taller than itself. It's name depends on where and what it is born of.,2960,1715,0,mon_pawndel_blue,146,"[{""Chance"": 80.0, ""Item"": ""-1"", ""Quantity_MAX"": 284, ""Quantity_MIN"": 270}, {""Chance"": 8.0, ""Item"": ""645618"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.29, ""Item"": ""640264"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""680270"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": ""685270"", ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",None,Blue Pawndel,1,5,1,2733,1171,1327,568,146,146,0,45,227,58,175,677,451,30,146,78276,105,2141,90,30,0
57372,Siaumire_orange,1,"It is certain that Siaulamb is a species that existed before Medzio Diena. However, it is strange that it wasn't discovered by humans within the thousand years of the kingdom history. And when the strange things occurred, they too appeared under that influence and unfortunately they are against the humans. It is unknown if it sheds it's skin because of Medzio Diena or if it was always like this. ",605,497,7,mon_siaumire,61,None,None,Orange Siaulamb Shaman,5,5,1,358,239,388,259,109,54,0,39,102,45,30,197,197,19,0,16752,19,649,19,33,0
