$ID,$ID_NAME,Armor,Description,EXP,EXPClass,Element,Icon,Level,Link_Items,Link_Maps,Name,Race,Rank,Size,Stat_ATTACK_MAGICAL_MAX,Stat_ATTACK_MAGICAL_MIN,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_Accuracy,Stat_BlockPenetration,Stat_BlockRate,Stat_CON,Stat_CriticalDamage,Stat_CriticalDefense,Stat_CriticalRate,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,Stat_DEX,Stat_Evasion,Stat_HP,Stat_INT,Stat_SP,Stat_SPR,Stat_STR,Type
57912,Spion_bow_blue,1,잘 훈련시키면 주인을 따릅니다. 문제는 그 주인이란 대개 마족이란 점입니다.,6774,3148,7,mon_spion_bow_blue,225,None,None,푸른 스피온 궁수,0,5,1,2810,1873,5872,3914,225,225,0,92,647,180,270,1543,2315,138,225,200225,46,2098,46,138,0
57913,Spion_mage_blue,1,스피온은 일반적으로 잘 훈련시키면 주인을 따릅니다. 문제는 그 주인이란 대개 마족이란 점입니다. 그리고 결과적으로 스피온 메이지는 따르는 주인에게 더 강한 힘을 받은 경우입니다.,6659,3114,1,mon_spion_mage_blue,223,None,None,푸른 스피온 메이지,0,5,1,2780,1853,5809,3873,223,223,0,91,639,178,267,1528,2292,136,223,196461,45,2072,45,136,0
57914,Spion_mage_white,1,스피온은 일반적으로 잘 훈련시키면 주인을 따릅니다. 문제는 그 주인이란 대개 마족이란 점입니다. 그리고 결과적으로 스피온 메이지는 따르는 주인에게 더 강한 힘을 받은 경우입니다.,8625,7170,1,mon_spion_mage_white,255,None,None,하얀 스피온 메이지,0,5,1,3256,2170,6814,4543,255,255,0,104,758,204,306,1777,2666,156,255,261655,52,2377,52,156,0
57915,Stoulet_gray,3,마족치고는 강자를 존경하는 특징이 있습니다. 약자에겐 잔혹하고 강자에겐 더 적극적으로 공격하니 결국 별 차이는 없습니다. 이런 색상을 한 개체는 보다 전통적인 관념을 지녔다고 합니다. 그러니까 더 잔혹하단 말입니다.,8047,5700,0,mon_stoulet_gray,246,None,None,회색 스타울리트,1,5,1,9523,5127,4597,2475,246,246,0,75,407,196,295,2474,1649,50,246,231965,175,3591,150,50,0
57916,Stoulet_green,3,마족치고는 강자를 존경하는 특징이 있습니다. 약자에겐 잔혹하고 강자에겐 더 적극적으로 공격하니 결국 별 차이는 없습니다. 이들을 부하로 쓰는 상급 마족이 쉽게 죽지 말라고 보호색 삼아 이런 빛깔을 부여한다는 말도 있습니다.,3565,1933,0,mon_stoulet_green,161,None,None,초록 스타울리트,1,5,1,5732,3086,2779,1496,161,161,0,49,251,128,193,1516,1011,33,161,95481,116,2359,99,33,0
57917,FD_Stoulet_mage_blue,3,마족치고는 강자를 존경하는 특징이 있습니다. 약자에겐 잔혹하고 강자에겐 더 적극적으로 공격하니 결국 별 차이는 없습니다. 마계에서 건너올 때 부작용을 겪는 개체가 이런 색상을 띱니다.,1837,1327,0,mon_fd_stoulet_mage_blue,91,None,None,푸른 스타울리트 메이지,1,5,1,6240,4160,2994,1996,91,91,0,28,133,72,109,4812,3208,19,91,19285,67,1344,57,19,0
57918,FD_Stoulet_mage_green,3,마족치고는 강자를 존경하는 특징이 있습니다. 약자에겐 잔혹하고 강자에겐 더 적극적으로 공격하니 결국 별 차이는 없습니다. 이들을 부하로 쓰는 상급 마족이 쉽게 죽지 말라고 보호색 삼아 이런 빛깔을 부여한다는 말도 있습니다.,1989,1398,0,mon_fd_stoulet_mage_green,95,None,None,초록 스타울리트 메이지,1,5,1,6663,4442,3206,2137,95,95,0,30,144,76,114,5290,3527,20,95,21136,70,1409,60,20,0
57919,Stoulet_bow_blue,3,마족치고는 강자를 존경하는 특징이 있습니다. 약자에겐 잔혹하고 강자에겐 더 적극적으로 공격하니 결국 별 차이는 없습니다. 마계의 태양에 매우 자주 노출된 개체입니다.,8173,6019,0,mon_stoulet_bow_blue,248,None,None,갈색 스타울리트 궁수,1,5,1,8874,5916,4282,2854,248,248,0,75,410,198,297,2495,1663,50,248,235726,177,3617,151,50,0
57920,Minos_orange,3,전설에 따르면 미노스는 과거에 서로를 상대로 한 전투가 삶의 대부분이었다고 합니다. 일부 마군주가 다른 마군주를 견제하기 위해 이들을 하수인으로 사용했기 때문이라고 합니다. 마계의 브림스토니아라는 지역에 연관된 개체는 이런 색상을 지닙니다.,5610,2791,2,mon_minos_orange,204,None,None,주황 미노스,1,5,1,7049,4699,3411,2274,204,204,0,62,326,163,244,2003,1335,41,204,156620,146,2985,125,41,0
57921,Minos_green,3,전설에 따르면 미노스는 과거에 서로를 상대로 한 전투가 삶의 대부분이었다고 합니다. 일부 마군주가 다른 마군주를 견제하기 위해 이들을 하수인으로 사용했기 때문이라고 합니다. 그런 와중에 상급 마족에 의해 특별 대우를 받는 미노스는 이런 색상을 지닌다고 합니다.,9495,9422,2,mon_minos_green,268,None,None,초록 미노스,1,5,1,9734,6489,4672,3115,268,268,0,81,443,214,321,2728,1819,54,268,278307,191,3907,163,54,0
57922,minos_mage_green,3,전설에 따르면 미노스는 과거에 서로를 상대로 한 전투가 삶의 대부분이었다고 합니다. 일부 마군주가 다른 마군주를 견제하기 위해 이들을 하수인으로 사용했기 때문이라고 합니다. 그런 와중에 상급 마족에 의해 특별 대우를 받는 미노스는 이런 색상을 지닌다고 합니다.,5716,2825,2,mon_minos_mage_green,206,None,None,초록 미노스 메이지,1,5,1,7125,4750,3451,2300,206,206,0,63,331,164,247,2025,1350,42,206,159889,147,3011,126,42,0
57923,minos_bow_orange,3,전설에 따르면 미노스는 과거에 서로를 상대로 한 전투가 삶의 대부분이었다고 합니다. 일부 마군주가 다른 마군주를 견제하기 위해 이들을 하수인으로 사용했기 때문이라고 합니다. 마계의 브림스토니아라는 지역에 연관된 개체는 이런 색상을 지닙니다.,7127,3563,2,mon_minos_bow_orange,231,None,None,주황 미노스 궁수,1,5,1,8167,5445,3936,2624,231,231,0,70,371,184,277,2309,1539,47,231,203407,165,3374,141,47,0
57924,minos_bow_green,3,전설에 따르면 미노스는 과거에 서로를 상대로 한 전투가 삶의 대부분이었다고 합니다. 일부 마군주가 다른 마군주를 견제하기 위해 이들을 하수인으로 사용했기 때문이라고 합니다. 그런 와중에 상급 마족에 의해 특별 대우를 받는 미노스는 이런 색상을 지닌다고 합니다.,9563,9600,2,mon_minos_bow_green,269,None,None,초록 미노스 궁수,1,5,1,9768,6512,4690,3126,269,269,0,82,444,215,322,2741,1827,54,269,280732,191,3927,164,54,0
57925,Socket_purple,4,"소켓은 우리 세계의 지하 깊은 곳과 마계에 거주하던 족속입니다. 그러므로 신수의 날 이전에도 변이형인 몬스터의 희귀한 사례에 해당합니다. 마력에 영향을 많이 받은 개체는 이런 색을 나타내며, 이들 종족은 지상에 그들의 영역을 보장한다는 길티네의 약속을 믿고 있습니다. ",5823,2859,0,mon_socket_purple,208,None,None,푸른 소켓,4,5,1,3018,2012,3109,2073,208,291,0,138,396,208,208,2463,2463,63,208,147201,63,2348,74,85,0
57926,Socket_green,4,소켓은 우리 세계의 지하 깊은 곳과 마계에 거주하던 족속입니다. 그러므로 신수의 날 이전에도 변이형인 몬스터의 희귀한 사례에 해당합니다. 비소를 함유한 개체는 이런 색상입니다.,7984,5543,7,mon_socket_green,245,None,None,초록 소켓,4,5,1,3662,2441,3784,2522,245,343,0,162,480,245,245,2984,2984,75,245,211835,75,2765,87,100,0
57927,Socket_red,4,"소켓은 우리 세계의 지하 깊은 곳과 마계에 거주하던 족속입니다. 그러므로 신수의 날 이전에도 변이형인 몬스터의 희귀한 사례에 해당합니다. 산화철이 많이 함유된 개체는 이런 색을 나타내며, 이들 종족은 지상에 그들의 영역을 보장한다는 길티네의 약속을 믿고 있습니다. ",5505,2758,2,mon_socket_red,202,None,None,붉은 소켓,4,5,1,2921,1947,3006,2004,202,282,0,134,386,202,202,2384,2384,62,202,138247,62,2282,72,82,0
57928,Socket_mage_purple,4,"소켓은 우리 세계의 지하 깊은 곳과 마계에 거주하던 족속입니다. 그러므로 신수의 날 이전에도 변이형인 몬스터의 희귀한 사례에 해당합니다. 마력에 영향을 많이 받은 개체는 이런 색을 나타내며, 이들 종족은 지상에 그들의 영역을 보장한다는 길티네의 약속을 믿고 있습니다. ",5195,2658,0,mon_socket_mage,196,None,None,푸른 소켓 메이지,4,5,1,2819,1879,2903,1935,196,274,0,130,374,196,196,2306,2306,60,196,129610,60,2216,70,80,0
57929,Socket_mage_green,4,소켓은 우리 세계의 지하 깊은 곳과 마계에 거주하던 족속입니다. 그러므로 신수의 날 이전에도 변이형인 몬스터의 희귀한 사례에 해당합니다. 비소를 함유한 개체는 이런 색상입니다.,8110,5859,7,mon_socket_mage_green,247,None,None,초록 소켓 메이지,4,5,1,3694,2462,3816,2544,247,345,0,163,483,247,247,3009,3009,75,247,215528,75,2792,88,100,0
57930,Socket_mage_red,4,"소켓은 우리 세계의 지하 깊은 곳과 마계에 거주하던 족속입니다. 그러므로 신수의 날 이전에도 변이형인 몬스터의 희귀한 사례에 해당합니다. 산화철이 많이 함유된 개체는 이런 색을 나타내며, 이들 종족은 지상에 그들의 영역을 보장한다는 길티네의 약속을 믿고 있습니다. ",9358,9067,2,mon_socket_mage_red,266,None,None,붉은 소켓 메이지,4,5,1,4037,2691,4151,2767,266,372,0,176,534,266,266,3275,3275,81,266,254313,81,2997,94,108,0
57931,Socket_bow_purple,4,"소켓은 우리 세계의 지하 깊은 곳과 마계에 거주하던 족속입니다. 그러므로 신수의 날 이전에도 변이형인 몬스터의 희귀한 사례에 해당합니다. 마력에 영향을 많이 받은 개체는 이런 색을 나타내며, 이들 종족은 지상에 그들의 영역을 보장한다는 길티네의 약속을 믿고 있습니다. ",5557,2775,5,mon_socket_bow_purple,203,None,None,푸른 소켓 궁수,4,5,1,2934,1956,3022,2014,203,284,0,135,387,203,203,2398,2398,62,203,139772,62,2289,72,83,0
57932,Socket_bow_red,4,"소켓은 우리 세계의 지하 깊은 곳과 마계에 거주하던 족속입니다. 그러므로 신수의 날 이전에도 변이형인 몬스터의 희귀한 사례에 해당합니다. 산화철이 많이 함유된 개체는 이런 색을 나타내며, 이들 종족은 지상에 그들의 영역을 보장한다는 길티네의 약속을 믿고 있습니다. ",9155,8541,2,mon_socket_bow_red,263,None,None,붉은 소켓 궁수,4,5,1,3983,2655,4096,2731,263,368,0,174,528,263,263,3236,3236,80,263,248094,80,2964,93,107,0
57933,Colifly_mage_black,3,"콜리플라이는 마계의 신참자로 신수의 날 이후 발생한 종족입니다. 따라서 아직은 종족적인 각성을 하지 않았고, 사회집단의 형성기를 거치는 과정에 있으면서도 마족에 의해 본격적으로 사역당하고 있지 않습니다. 최근에 서로 다른 능력을 지닌 개체 즉, 마법사 따위가 나타나고 있습니다. ",7306,3931,5,mon_colifly_mage_black,234,None,None,검은 콜리플라이 메이지,1,5,1,8289,5526,3995,2663,234,234,0,71,374,187,280,2342,1561,47,234,208955,167,3420,143,47,0
57934,Colifly_bow_black,3,"콜리플라이는 마계의 신참자로 신수의 날 이후 발생한 종족입니다. 따라서 아직은 종족적인 각성을 하지 않았고, 사회집단의 형성기를 거치는 과정에 있으면서도 마족에 의해 본격적으로 사역당하고 있지 않습니다. 최근에 서로 다른 능력을 지닌 개체 즉, 마법사 따위가 나타나고 있습니다. ",7367,4065,5,mon_colifly_bow_black,235,None,None,검은 콜리플라이 궁수,1,5,1,8330,5553,4016,2677,235,235,0,72,378,188,282,2355,1570,48,235,211004,168,3439,144,48,0
57935,saltisdaughter_green,3,살티스도터는 살티스터의 소형 개체이지만 정말로 혈연 관계는 아닙니다.,7246,3802,4,mon_saltisdaughter_green,233,None,None,초록 살티스도터,0,5,1,3975,2650,8083,5389,233,233,0,95,680,186,279,1603,2405,142,233,215411,47,2165,47,142,0
57936,saltisdaughter_red,3,살티스도터는 살티스터의 소형 개체이지만 정말로 혈연 관계는 아닙니다.,5823,2859,4,mon_saltisdaughter_red,208,None,None,붉은 살티스도터,0,5,1,3487,2325,7056,4704,208,208,0,85,586,166,249,1408,2112,127,208,169110,42,1932,42,127,0
57937,saltisdaughter_bow_green,3,살티스도터는 살티스터의 소형 개체이지만 정말로 혈연 관계는 아닙니다.,5877,2875,4,mon_saltisdaughter_bow_green,209,None,None,초록 살티스도터 궁수,0,5,1,3507,2338,7098,4732,209,209,0,85,590,167,250,1415,2123,128,209,170726,42,1939,42,128,0
57938,saltisdaughter_mage_red,3,살티스도터는 살티스터의 소형 개체이지만 정말로 혈연 관계는 아닙니다.,6041,2926,4,mon_saltisdaughter_mage_red,212,None,None,붉은 살티스도터 마법사,0,5,1,3567,2378,7241,4827,212,212,0,86,609,169,254,1437,2156,130,212,175845,43,1972,43,130,0
57939,NightMaiden_mage_red,3,마군주의 시위이자 시종이며 친위병 같은 마족입니다. 이런 색상의 개체는 모시는 상급 마족의 취향을 따른 것입니다.,8955,8021,2,mon_nightmaiden_mage_red,260,None,None,붉은 황혼의 시녀,1,5,1,9380,6253,4517,3011,260,260,0,79,431,208,312,2628,1752,53,260,260260,185,3802,159,53,0
57940,NightMaiden_bow_red,3,마군주의 시위이자 시종이며 친위병 같은 마족입니다.,9426,9244,2,mon_nightmaiden_bow_red,267,None,None,붉은 어둠의 시녀,1,5,1,9692,6461,4654,3102,267,267,0,81,441,213,320,2718,1812,54,267,276247,190,3901,163,54,0
57941,lapasape_blue,3,다른 라프세이프 사이의 중재 역할을 맡는 라프세이프라고 합니다. ,5099,2422,7,mon_lapasape_blue,218,None,None,푸른 라프세이프,5,5,0,4676,3117,4897,3264,392,196,0,133,415,327,109,1481,1481,66,0,192774,66,2311,66,111,0
57942,lapasape_brown,3,깊은 숲속에서만 마주칠 것이라 생각하지 마십시오. 가끔 인간의 작물을 먹기 위해 어슬렁거릴 때도 있습니다.,6538,4815,7,mon_lapasape_brown,248,None,None,갈색 라프세이프,5,5,0,5434,3622,5685,3790,446,223,0,151,484,372,124,1719,1719,75,0,256246,75,2629,75,126,0
57943,lapasape_mage_blue,3,중재자 역할을 오래 수행하여 공적을 인정받으면 이런 특수한 직군에 종사할 기회를 얻는다고 합니다.,7306,3931,7,mon_lapasape_mage_blue,234,None,None,푸른 라프세이프 메이지,5,5,1,5853,3902,6104,4069,421,210,0,143,457,351,117,2144,2144,71,0,281694,71,2484,71,119,0
57944,lapasape_mage_brown,3,중재자 역할을 오래 수행하여 공적을 인정받으면 이런 특수한 직군에 종사할 기회를 얻는다고 합니다. 그 후에 이런 색으로 변하는 이유는 알려지지 않았습니다.,9632,9778,7,mon_lapasape_mage_brown,270,None,None,갈색 라프세이프 메이지,5,5,1,6898,4599,7211,4807,486,243,0,165,542,405,135,2526,2526,82,0,386770,82,2868,82,137,0
57945,lapasape_bow_blue,3,다른 라프세이프 사이의 중재 역할을 맡는 라프세이프라고 합니다. ,7734,4927,7,mon_lapasape_bow_blue,241,None,None,푸른 라프세이프 주술사,5,5,1,6048,4032,6329,4219,433,216,0,147,471,361,120,2213,2213,73,0,300064,73,2557,73,123,0
57946,lapasape_bow_brown,3,중재자 역할을 오래 수행하여 공적을 인정받으면 이런 특수한 직군에 종사할 기회를 얻는다고 합니다. 그 후에 이런 색으로 변하는 이유는 알려지지 않았습니다.,9771,10138,7,mon_lapasape_bow_brown,272,None,None,갈색 라프세이프 주술사,5,5,1,6956,4637,7269,4846,489,244,0,166,546,408,136,2545,2545,83,0,392928,83,2894,83,138,0
57947,colimen_blue,1,식물형 가운데는 예외적으로 종족적인 특징으로 보여주는 몬스터입니다. 학문적으로는 이들이 더 높은 사회성을 지니게 될지 궁금해하는 사람들이 있습니다. 이 색의 콜리멘은 수 년 정도를 삽니다.,7367,4065,5,mon_colimen_blue,235,None,None,푸른 콜리멘,5,5,1,4729,2546,5024,2705,423,211,0,144,461,352,117,2155,2155,72,0,284419,72,2503,72,120,0
57948,colimen_brown,1,식물형 가운데는 예외적으로 종족적인 특징으로 보여주는 몬스터입니다. 학문적으로는 이들이 더 높은 사회성을 지니게 될지 궁금해하는 사람들이 있습니다. 갈색 개체는 나무로 치면 낙엽을 떨구는 시기에 해당합니다.,7549,4486,5,mon_colimen_brown,238,None,None,갈색 콜리멘,5,5,1,4798,2583,5098,2745,428,214,0,145,465,357,119,2183,2183,72,0,292015,72,2523,72,121,0
57949,colimen_mage_brown,1,식물형 가운데는 예외적으로 종족적인 특징으로 보여주는 몬스터입니다. 학문적으로는 이들이 더 높은 사회성을 지니게 될지 궁금해하는 사람들이 있습니다. 갈색 개체는 나무로 치면 낙엽을 떨구는 시기에 해당합니다.,7672,4779,7,mon_colimen_mage_brown,240,None,None,갈색 콜리멘 마법사,5,5,1,4470,2980,4748,3165,432,216,0,147,470,360,120,2204,2204,73,0,297594,73,2550,73,122,0
57950,TerraNymph_blue,2,장난기가 매우 많아 모험가의 물건에 관심이 많으니 소지품 관리에 주의를 요합니다. 차원간 이동의 부작용을 앓고 있으면 이런 색상이 됩니다.,7186,3678,0,mon_terranymph_blue,232,None,None,푸른 테라임프,1,5,1,6783,3652,3152,1697,232,232,0,71,372,185,278,2321,1547,47,232,205424,165,3393,142,47,0
57951,TerraNymph_mage_blue,1,"장난기가 매우 많아 모험가의 물건에 관심이 많으니 소지품 관리에 주의를 요합니다. 그런 호기심이 지나쳐 마법에도 손을 대었지만, 재능이 없기 때문에 능력은 대단치 않다고 봅니다.",9223,8716,0,mon_terranymph_mage_blue,264,None,None,푸른 테라임프 메이지,1,5,1,7295,4863,3384,2256,264,264,0,80,436,211,316,2685,1790,53,264,269769,188,3855,161,53,0
57952,TerraNymph_bow_brown,1,장난기가 매우 많아 모험가의 물건에 관심이 많으니 소지품 관리에 주의를 요합니다. 테라임프 궁수는 다른 테라임프와 달리 지루할 때 멀리서 상대를 쏘아 괴롭히는 일을 좋아합니다. 이 빛깔의 테라임프 궁수는 그 일을 너무 좋아한 나머지 야외활동이 지나친 경우입니다.,9701,9958,0,mon_terranymph_bow_brown,271,None,None,갈색 테라임프 궁수,1,5,1,7542,5028,3487,2325,271,271,0,82,448,216,325,2761,1841,55,271,284895,193,3954,165,55,0
57953,Cronewt_blue,4,본래 크기에 비해 가장 덩치가 커진 몬스터입니다. 원래는 새끼 손가락 크기였으니까요.,7672,4779,7,mon_cronewt_blue,240,None,None,푸른 크로뉴트,0,5,1,3278,1765,6871,3699,240,240,240,98,702,192,288,1656,2484,147,240,229308,49,2238,49,147,0
57954,Cronewt_bow_blue,3,본래 크기에 비해 가장 덩치가 커진 몬스터입니다. 원래는 새끼 손가락 크기였으니까요.,7858,5233,7,mon_cronewt_bow_blue,243,None,None,푸른 크로뉴트 독침술사,0,5,1,4171,2780,8477,5651,243,243,0,99,709,194,291,1678,2517,148,243,235328,49,2258,49,148,0
57955,Cronewt_mage_blue,3,본래 크기에 비해 가장 덩치가 커진 몬스터입니다. 원래는 새끼 손가락 크기였으니까요.,8110,5859,7,mon_cronewt_mage_blue,247,None,None,푸른 크로뉴트 마법사,0,5,1,4263,2842,8662,5775,247,247,0,100,734,197,296,1715,2573,151,247,244392,50,2298,50,151,0
57956,ticen_blue,1,"티켄이 들고다니는 창으로 보아 다른 종류의 티켄이 존재할 수도 있다는 가정은 결국 현실로 드러났으며, 생각보다 다양한 티켄들이 발생하여 무리를 짓고 사화성을 획득하기 직전까지 나아가고 있습니다. 이 색상의 티켄은 종족내의 사회적 과시를 위해 이런 색을 사용합니다.",5400,2725,0,mon_ticen_blue,200,None,None,푸른 티켄,0,5,1,2860,1226,5964,2556,200,200,0,82,566,160,240,1349,2023,123,200,155860,41,1866,41,123,0
57957,ticen_red,1,"티켄이 들고다니는 창으로 보아 다른 종류의 티켄이 존재할 수도 있다는 가정은 결국 현실로 드러났으며, 생각보다 다양한 티켄들이 발생하여 무리를 짓고 사화성을 획득하기 직전까지 나아가고 있습니다. 아무 풀이나 주의하지 않고 막 먹으면 이런 색의 티켄이 됩니다.",9980,10682,0,mon_ticen_red,275,None,None,붉은 티켄,0,5,1,4135,1772,8680,3720,275,275,0,112,831,220,330,1938,2907,168,275,308260,56,2563,56,168,0
57958,ticen_bow_blue,1,"티켄이 들고다니는 창으로 보아 다른 종류의 티켄이 존재할 수도 있다는 가정은 결국 현실로 드러났으며, 생각보다 다양한 티켄들이 발생하여 무리를 짓고 사화성을 획득하기 직전까지 나아가고 있습니다. 이 색상의 티켄은 종족내의 사회적 과시를 위해 이런 색을 사용합니다.",5452,2741,0,mon_ticen_bow_blue,201,None,None,푸른 티켄 석궁병,0,5,1,2464,1643,5136,3424,201,201,0,82,567,160,241,1355,2033,123,201,157409,41,1873,41,123,0
57959,ticen_bow_red,1,"티켄이 들고다니는 창으로 보아 다른 종류의 티켄이 존재할 수도 있다는 가정은 결국 현실로 드러났으며, 생각보다 다양한 티켄들이 발생하여 무리를 짓고 사화성을 획득하기 직전까지 나아가고 있습니다. 아무 풀이나 주의하지 않고 막 먹으면 이런 색의 티켄이 됩니다.",9910,10500,0,mon_ticen_bow_red,274,None,None,붉은 티켄 석궁병,0,5,1,3529,2352,7411,4940,274,274,0,111,827,219,328,1929,2894,167,274,305664,55,2544,55,167,0
57960,ticen_mage_blue,1,"티켄이 들고다니는 창으로 보아 다른 종류의 티켄이 존재할 수도 있다는 가정은 결국 현실로 드러났으며, 생각보다 다양한 티켄들이 발생하여 무리를 짓고 사화성을 획득하기 직전까지 나아가고 있습니다. 이 색상의 티켄은 종족내의 사회적 과시를 위해 이런 색을 사용합니다.",5610,2791,1,mon_ticen_mage_blue,204,None,None,푸른 티켄 마법사,0,5,1,2507,1671,5227,3485,204,204,0,83,576,163,244,1378,2067,125,204,162308,41,1893,41,125,0
57961,ticen_mage_red,1,"티켄이 들고다니는 창으로 보아 다른 종류의 티켄이 존재할 수도 있다는 가정은 결국 현실로 드러났으며, 생각보다 다양한 티켄들이 발생하여 무리를 짓고 사화성을 획득하기 직전까지 나아가고 있습니다. 아무 풀이나 주의하지 않고 막 먹으면 이런 색의 티켄이 됩니다.",10051,10864,1,mon_ticen_mage_red,276,None,None,붉은 티켄 마법사,0,5,1,3560,2373,7472,4981,276,276,0,112,832,220,331,1944,2916,168,276,310492,56,2570,56,168,0
57962,Chafperor_purple,4,벌과 딱정벌레의 장점에 변이된 몬스터의 사나움이 깃든 몬스터입니다. 벌처럼 체계를 지닙니다. 이런 빛깔의 체이퍼러는 매우 더운 지방 출신이라는 설이 있습니다.,4530,2246,7,mon_chafperor_purple,205,None,None,붉은 체이퍼러,2,5,0,3761,2507,3991,2660,143,246,0,84,642,143,266,1169,1169,147,287,105022,42,2185,63,84,0
57963,Chafperor_mage_purple,3,벌과 딱정벌레의 장점에 변이된 몬스터의 사나움이 깃든 몬스터입니다. 벌처럼 체계를 지닙니다. 체이퍼러 메이지는 몸 안에 마력이 있지만 그것을 제대로 사용할 지성은 없습니다. ,5716,2825,7,mon_chafperor_mage_purple,206,None,None,붉은 체이퍼러 메이지,2,5,1,5916,3944,6180,4120,144,247,0,84,644,144,267,1567,1567,147,288,132552,42,2192,63,84,0
57964,Rambear_brown,3,여러 짐승의 다양한 장점이 한 몸에 있어 까다로운 몬스터입니다. 온천이나 간헌철 부근에서 태어나면 이런 색을 띱니다.,5823,2859,4,mon_rambear_brown,208,None,None,갈색 램베어,0,5,1,4068,1743,8232,3528,208,208,0,85,586,166,249,1408,2112,127,208,169110,42,1932,42,127,0
57965,Rambear_bow_brown,3,여러 짐승의 다양한 장점이 한 몸에 있어 까다로운 몬스터입니다. 보기보다 지능이 높기 때문에 도구나 마법의 사용도 개체에 따라 가능합니다. 온천이나 간헌철 부근에서 태어나면 이런 색을 띱니다.,5877,2875,4,mon_rambear_bow_brown,209,None,None,갈색 램베어 궁수,0,5,1,3507,2338,7098,4732,209,209,0,85,590,167,250,1415,2123,128,209,170726,42,1939,42,128,0
57966,Rambear_mage_brown,3,여러 짐승의 다양한 장점이 한 몸에 있어 까다로운 몬스터입니다. 보기보다 지능이 높기 때문에 도구나 마법의 사용도 개체에 따라 가능합니다. 온천이나 간헌철 부근에서 태어나면 이런 색을 띱니다.,5931,2892,4,mon_rambear_mage_brown,210,None,None,갈색 램베어 마법사,0,5,1,3531,2354,7143,4762,210,210,0,86,594,168,252,1423,2135,129,210,172569,43,1959,43,129,0
57967,Hohen_mane_purple,3,"호헨은 건국이전부터 인간과 경쟁하던 종족이나, 숫자가 많지 않아 큰 문제가 되지 않았습니다. 그러나 신수의 날 이후, 세상이 그들에게 더 맞는 환경이 되자 인간에게 위협이 되기 시작하였고, 다양한 호헨 변종이 출현하기 시작하였습니다.",7549,4486,1,mon_hohen_mane_purple,238,None,None,푸른 호헨 메인,1,5,1,8477,5651,4073,2715,238,238,0,72,381,190,285,2386,1590,48,238,216386,170,3472,145,48,0
57968,Hohen_mane_brown,3,"호헨은 건국이전부터 인간과 경쟁하던 종족이나, 숫자가 많지 않아 큰 문제가 되지 않았습니다. 그러나 신수의 날 이후, 세상이 그들에게 더 맞는 환경이 되자 인간에게 위협이 되기 시작하였고, 다양한 호헨 변종이 출현하기 시작하였습니다.",7186,3678,1,mon_hohen_mane_brown,232,None,None,갈색 호헨 메인,1,5,1,8203,5469,3955,2636,232,232,0,71,372,185,278,2321,1547,47,232,205424,165,3393,142,47,0
57969,Hohen_ritter_purple,3,"색깔에 관계없이 호헨리터는 호헨 사회의 중추입니다. 호엔메인과 메이지가 비록 이들을 지휘할 때가 있지만, 호헨족속을 유지하는 자들은 그들이라는 자부심이 있습니다.",7796,5079,2,mon_hohen_ritter_purple,242,None,None,푸른 호헨 리터,1,5,1,8634,5756,4152,2768,242,242,0,74,388,193,290,2431,1620,49,242,224246,172,3538,148,49,0
57970,Hohen_ritter_green,3,"색깔에 관계없이 호헨리터는 호헨 사회의 중추입니다. 호엔메인과 메이지가 비록 이들을 지휘할 때가 있지만, 호헨족속을 유지하는 자들은 그들이라는 자부심이 있습니다.",7008,3446,2,mon_hohen_ritter_green,229,None,None,초록 호헨 리터,1,5,1,8086,5390,3896,2597,229,229,0,70,366,183,274,2289,1526,46,229,199926,163,3347,140,46,0
57971,hohen_barkle_blue,1,호헨 사회에서 일종의 통과 의례를 거치는 개체입니다,7921,5386,5,mon_hohen_barkle_blue,244,None,None,푸른 호헨 바클,1,5,1,6657,4438,3081,2054,244,244,0,74,390,195,292,2452,1634,49,244,227941,174,3565,149,49,0
57972,hohen_barkle_green,1,호헨 사회에서 일종의 통과 의례를 거치는 개체입니다,7067,3464,5,mon_hohen_barkle_green,230,None,None,초록 호헨 바클,1,5,1,6205,4137,2883,1922,230,230,0,70,370,184,276,2299,1533,47,230,201663,164,3367,141,47,0
57973,Hohen_mage_blue,1,"호헨 메이지는 호헨 사회에서 새로 출현한 종류입니다. 마계보다는 우리 세상에 발붙이고 살던 마족이었으나 동족들이 신수의 날 이후 이 땅에 많이 건너오자 강한 마력을 전수 받은 호헨이 출현하기 시작하였고, 이 몬스터가 그 사례입니다. 이들의 색상은 차원 이동의 부작용 탓이라고 합니다. ",7610,4631,0,mon_hohen_mage_blue,239,None,None,푸른 호헨 메이지,1,5,1,6500,4333,3008,2005,239,239,0,73,382,191,286,2398,1599,48,239,218477,170,3492,146,48,0
